Name ,Trial,Marker Name,Object Code,Action?,Start
s17,T8,LL,,,00:01:59:00
s17,T8,LR,,,00:01:59:07
s17,T8,CN,,,00:02:00:15
s17,T8,UL,,,00:02:00:19
s17,T8,UL,,,00:02:00:20
s17,T8,LL,,,00:02:02:00
s17,T8,LL,,,00:02:02:01
s17,T8,LR,,,00:02:02:09
s17,T8,LR,,2,00:02:02:13
s17,T1,UR,,,00:06:43:23
s17,T1,OT,,,00:06:44:03
s17,T1,LL,,,00:06:44:04
s17,T1,UL,,,00:06:45:03
s17,T1,LL,,,00:06:45:15
s17,T1,LL,,,00:06:45:16
s17,T1,OT,,,00:06:46:12
s17,T1,UL,,,00:06:46:13
s17,T1,UL,,x,00:06:47:06
s17,T6,UL,,,00:10:37:06
s17,T6,UL,,,00:10:37:09
s17,T6,CN,,,00:10:37:10
s17,T6,LR,,,00:10:37:11
s17,T6,UR,,,00:10:37:21
s17,T6,LR,,,00:10:38:03
s17,T6,CN,,,00:10:38:21
s17,T6,OT,,,00:10:39:00
s17,T6,UR,,,00:10:39:06
s17,T6,BL,,,00:10:40:02
s17,T6,UL,,,00:10:40:05
s17,T6,BL,,x,00:10:40:11
s17,T4,UR,,,00:13:31:15
s17,T4,CN,,,00:13:31:20
s17,T4,BL,,,00:13:31:21
s17,T4,UL,,,00:13:31:24
s17,T4,LL,,,00:13:32:04
s17,T4,CN,,,00:13:33:05
s17,T4,UR,,,00:13:33:06
s17,T4,LR,,,00:13:33:17
s17,T4,LR,,x,00:13:34:04
s17,T2,UL,,,00:16:32:17
s17,T2,LL,,,00:16:33:01
s17,T2,UL,,,00:16:34:04
s17,T2,UL,,x,00:16:35:01
s17,T3,OT,,,00:20:21:06
s17,T3,UR,,,00:20:21:07
s17,T3,CN,,,00:20:21:21
s17,T3,LL,,,00:20:21:22
s17,T3,CN,,,00:20:23:02
s17,T3,LR,,,00:20:23:03
s17,T3,CN,,,00:20:23:15
s17,T3,LL,,,00:20:23:16
s17,T3,LL,,x,00:20:24:01
s17,T7,LR,,,00:22:19:21
s17,T7,CN,,,00:22:20:00
s17,T7,UL,,,00:22:20:01
s17,T7,CN,,,00:22:20:19
s17,T7,UR,,,00:22:20:20
s17,T7,LR,,,00:22:20:23
s17,T7,CN,,,00:22:21:15
s17,T7,LL,,,00:22:21:16
s17,T7,LL,,x,00:22:22:15
s17,T5,LR,,,00:25:02:03
s17,T5,BL,,,00:25:02:04
s17,T5,UR,,,00:25:02:10
s17,T5,LR,,,00:25:02:18
s17,T5,UR,,,00:25:03:11
s17,T5,UR,,x,00:25:04:18
