Name ,Trial,Marker Name,Object Code,Action?,Start
s19,T5,LR,,,00:01:16:09
s19,T5,UR,,,00:01:16:20
s19,T5,LR,,,00:01:17:22
s19,T5,LR,,,00:01:17:23
s19,T5,UR,,,00:01:18:03
s19,T5,UR,,,00:01:18:04
s19,T5,BL,,,00:01:18:10
s19,T5,UR,,,00:01:18:13
s19,T5,UR,,x,00:01:18:22
s19,T7,LR,,,00:03:39:12
s19,T7,UR,,,00:03:39:15
s19,T7,LR,,,00:03:39:20
s19,T7,CN,,,00:03:41:07
s19,T7,LL,,,00:03:41:08
s19,T7,CN,,,00:03:41:18
s19,T7,LR,,,00:03:41:19
s19,T7,BL,,,00:03:42:02
s19,T7,LL,,,00:03:42:06
s19,T7,LL,,x,00:03:42:15
s19,T3,UR,,,00:05:19:10
s19,T3,LR,,,00:05:19:24
s19,T3,CN,,,00:05:20:05
s19,T3,LL,,,00:05:20:06
s19,T3,BL,,,00:05:21:12
s19,T3,LL,,,00:05:21:18
s19,T3,LL,,x,00:05:22:05
s19,T2,UL,,,00:08:20:11
s19,T2,BL,,,00:08:20:14
s19,T2,UL,,,00:08:20:17
s19,T2,CN,,,00:08:21:16
s19,T2,LR,,,00:08:21:17
s19,T2,UL,,,00:08:22:02
s19,T2,UR,,,00:08:22:11
s19,T2,UR,,x,00:08:22:13
s19,T4,LL,,,00:10:40:20
s19,T4,CN,,,00:10:41:03
s19,T4,UR,,,00:10:41:04
s19,T4,OT,,,00:10:42:00
s19,T4,LL,,,00:10:42:01
s19,T4,BL,,,00:10:42:23
s19,T4,LL,,,00:10:43:02
s19,T4,LL,,x,00:10:43:16
s19,T6,LR,,,00:13:05:08
s19,T6,UR,,,00:13:05:09
s19,T6,LR,,,00:13:05:23
s19,T6,UR,,,00:13:06:21
s19,T6,BL,,,00:13:07:07
s19,T6,UR,,,00:13:07:09
s19,T6,UR,,x,00:13:07:18
s19,T1,LL,,,00:16:19:15
s19,T1,UL,,,00:16:20:00
s19,T1,LL,,,00:16:20:11
s19,T1,OT,,,00:16:20:17
s19,T1,UL,,,00:16:20:18
s19,T1,BL,,,00:16:21:00
s19,T1,UL,,,00:16:21:02
s19,T1,UL,,x,00:16:21:08
s19,T8,UL,,,00:20:07:22
s19,T8,CN,,,00:20:09:05
s19,T8,LR,,,00:20:09:06
s19,T8,BL,,,00:20:09:23
s19,T8,LR,,,00:20:10:02
s19,T8,LR,,x,00:20:10:04
