Name ,Trial,Marker Name,Object Code,Action?,Start
s8,T5,CN,,,00:02:10:03
s8,T5,BL,,,00:02:10:11
s8,T5,CN,,,00:02:10:14
s8,T5,BL,,,00:02:10:16
s8,T5,CN,,,00:02:10:19
s8,T5,BL,,,00:02:11:13
s8,T5,UR,,,00:02:11:15
s8,T5,UR,,x,00:02:12:00
s8,T7,UL,,,00:04:49:19
s8,T7,CN,,,00:04:49:22
s8,T7,UR,,,00:04:50:20
s8,T7,CN,,,00:04:51:15
s8,T7,LR,,,00:04:51:16
s8,T7,BL,,,00:04:52:06
s8,T7,LR,,,00:04:52:10
s8,T7,LR,,x,00:04:52:13
s8,T3,CN,,,00:06:38:07
s8,T3,LL,,,00:06:39:21
s8,T3,LL,,x,00:06:39:22
s8,T2,CN,,,00:10:21:12
s8,T2,BL,,,00:10:21:16
s8,T2,CN,,,00:10:21:19
s8,T2,BL,,,00:10:21:21
s8,T2,CN,,,00:10:21:24
s8,T2,UL,,,00:10:22:17
s8,T2,UL,,x,00:10:23:02
s8,T4,CN,,,00:13:32:14
s8,T4,BL,,,00:13:33:13
s8,T4,CN,,,00:13:33:16
s8,T4,LL,,,00:13:34:04
s8,T4,LL,,x,00:13:35:00
s8,T6,CN,,,00:16:27:12
s8,T6,UR,,x,00:16:29:04
s8,T1,CN,,,00:20:10:11
s8,T1,BL,,,00:20:10:21
s8,T1,UL,,,00:20:10:24
s8,T1,UL,,x,00:20:11:24
s8,T8,CN,,,00:24:44:06
s8,T8,UL,,,00:24:44:17
s8,T8,CN,,,00:24:45:03
s8,T8,LR,,,00:24:45:17
s8,T8,UR,,,00:24:45:23
s8,T8,CN,,,00:24:45:24
s8,T8,UL,,,00:24:46:00
s8,T8,UL,,x,00:24:46:05
