Name ,Trial,Marker Name,Object Code,Action?,Start
s12,T8,UR,,,00:01:34:18
s12,T8,BL,,,00:01:34:19
s12,T8,CN,,,00:01:34:21
s12,T8,UL,,,00:01:35:05
s12,T8,CN,,,00:01:35:23
s12,T8,LR,,,00:01:35:24
s12,T8,UR,,,00:01:37:15
s12,T8,LR,,x,00:01:37:21
s12,T1,UR,,,00:05:44:14
s12,T1,BL,,,00:05:44:15
s12,T1,CN,,,00:05:44:18
s12,T1,UL,,,00:05:45:01
s12,T1,LL,,,00:05:45:20
s12,T1,UL,,,00:05:46:02
s12,T1,UL,,x,00:05:46:21
s12,T6,BL,,,00:09:06:02
s12,T6,CN,,,00:09:06:04
s12,T6,UR,,,00:09:06:10
s12,T6,LR,,,00:09:06:18
s12,T6,UR,,,00:09:07:23
s12,T6,UR,,x,00:09:08:08
s12,T4,CN,,,00:11:38:19
s12,T4,UR,,,00:11:39:04
s12,T4,CN,,,00:11:39:15
s12,T4,LL,,,00:11:39:16
s12,T4,LL,,x,00:11:41:06
s12,T2,LL,,,00:14:08:10
s12,T2,CN,,,00:14:08:22
s12,T2,LL,,,00:14:09:05
s12,T2,UL,,,00:14:09:18
s12,T2,UL,,x,00:14:10:09
s12,T3,UR,,,00:17:39:13
s12,T3,OT,,,00:17:39:14
s12,T3,UR,,,00:17:39:20
s12,T3,LR,,,00:17:40:04
s12,T3,CN,,,00:17:40:10
s12,T3,LL,,,00:17:40:11
s12,T3,BL,,,00:17:41:03
s12,T3,LL,,,00:17:41:07
s12,T3,LL,,x,00:17:42:00
s12,T7,LR,,,00:19:26:03
s12,T7,CN,,,00:19:26:10
s12,T7,LL,,,00:19:26:17
s12,T7,OT,,,00:19:26:23
s12,T7,LR,,,00:19:26:24
s12,T7,CN,,,00:19:27:21
s12,T7,LL,,,00:19:27:22
s12,T7,BL,,,00:19:28:16
s12,T7,OT,,,00:19:28:18
s12,T7,CN,,,00:19:29:02
s12,T7,LL,,,00:19:29:03
s12,T7,LL,,x,00:19:29:09
s12,T5,BL,,,00:21:39:24
s12,T5,UR,,,00:21:40:03
s12,T5,LR,,,00:21:40:13
s12,T5,UR,,,00:21:41:03
s12,T5,UR,,x,00:21:42:07
