Name ,Trial,Marker Name,Object Code,Action?,Start
s5,T8,CN,,,00:01:20:24
s5,T8,LR,,,00:01:22:06
s5,T8,CN,,,00:01:23:20
s5,T8,LL,,,00:01:23:21
s5,T8,LL,,2,00:01:24:14
s5,T1,CN,,,00:05:25:15
s5,T1,BL,,,00:05:26:23
s5,T1,UL,,,00:05:26:24
s5,T1,BL,,,00:05:27:13
s5,T1,UR,,,00:05:27:17
s5,T1,CN,,,00:05:28:03
s5,T1,BL,,,00:05:28:04
s5,T1,UL,,,00:05:28:06
s5,T1,UL,,x,00:05:28:14
s5,T6,CN,,,00:09:00:02
s5,T6,BL,,,00:09:00:11
s5,T6,CN,,,00:09:00:16
s5,T6,LR,,,00:09:01:05
s5,T6,UL,,,00:09:01:15
s5,T6,LR,,,00:09:02:09
s5,T6,UR,,x,00:09:02:20
s5,T4,UR,,,00:11:29:18
s5,T4,BL,,,00:11:29:20
s5,T4,LL,,,00:11:30:00
s5,T4,CN,,,00:11:30:04
s5,T4,LR,,,00:11:30:11
s5,T4,BL,,,00:11:30:12
s5,T4,UR,,,00:11:30:16
s5,T4,CN,,,00:11:31:01
s5,T4,LL,,,00:11:31:02
s5,T4,CN,,,00:11:31:17
s5,T4,UR,,,00:11:31:18
s5,T4,LR,,,00:11:32:01
s5,T4,BL,,,00:11:32:07
s5,T4,LL,,,00:11:32:12
s5,T4,LL,,x,00:11:32:14
s5,T2,BL,,,00:13:57:14
s5,T2,LL,,,00:13:57:18
s5,T2,OT,,,00:13:58:10
s5,T2,UL,,,00:13:58:11
s5,T2,UL,,x,00:13:59:12
s5,T3,CN,,,00:17:07:07
s5,T3,BL,,,00:17:07:24
s5,T3,CN,,,00:17:08:02
s5,T3,LL,,,00:17:08:16
s5,T3,LL,,x,00:17:09:22
s5,T7,CN,,,00:18:42:05
s5,T7,BL,,,00:18:42:21
s5,T7,LR,,,00:18:43:03
s5,T7,BL,,,00:18:43:07
s5,T7,LR,,,00:18:43:13
s5,T7,LR,,x,00:18:44:20
s5,T5,UR,,,00:20:56:18
s5,T5,BL,,,00:20:57:11
s5,T5,UR,,,00:20:57:15
s5,T5,OT,,,00:20:57:20
s5,T5,OT,,,00:20:57:21
s5,T5,CN,,,00:20:58:04
s5,T5,UR,,,00:20:58:07
s5,T5,OT,,,00:20:58:20
s5,T5,LR,,,00:20:58:21
s5,T5,BL,,,00:20:59:06
s5,T5,UL,,,00:20:59:09
s5,T5,OT,,,00:20:59:14
s5,T5,UR,,,00:20:59:15
s5,T5,UR,,x,00:20:59:18
