Name ,Trial,Marker Name,Object Code,Action?,Start
s24,T5,CN,,,00:01:29:20
s24,T5,UR,,,00:01:29:24
s24,T5,LR,,,00:01:31:05
s24,T5,BL,,,00:01:31:10
s24,T5,UL,,,00:01:31:14
s24,T5,UL,,,00:01:31:24
s24,T5,UR,,,00:01:32:00
s24,T5,CN,,,00:01:32:12
s24,T5,UL,,,00:01:32:13
s24,T5,UL,,x,00:01:32:17
s24,T7,UL,,,00:04:14:01
s24,T7,LL,,,00:04:14:17
s24,T7,OT,,,00:04:15:20
s24,T7,CN,,,00:04:16:01
s24,T7,LR,,,00:04:16:02
s24,T7,LR,,x,00:04:16:10
s24,T3,UR,,,00:05:48:23
s24,T3,BL,,,00:05:49:01
s24,T3,CN,,,00:05:49:06
s24,T3,LL,,,00:05:49:20
s24,T3,OT,,,00:05:51:08
s24,T3,CN,,,00:05:51:09
s24,T3,LL,,x,00:05:51:14
s24,T2,UR,,,00:09:00:03
s24,T2,UR,,,00:09:00:10
s24,T2,LR,,,00:09:00:11
s24,T2,LR,,,00:09:00:17
s24,T2,BL,,,00:09:00:18
s24,T2,LL,,,00:09:00:20
s24,T2,OT,,,00:09:01:14
s24,T2,CN,,,00:09:01:15
s24,T2,UR,,,00:09:01:16
s24,T2,LR,,,00:09:01:21
s24,T2,UR,,,00:09:02:02
s24,T2,UR,,x,00:09:02:07
s24,T4,BL,,,00:11:29:24
s24,T4,LL,,,00:11:30:15
s24,T4,CN,,,00:11:30:19
s24,T4,UR,,,00:11:31:08
s24,T4,CN,,,00:11:31:15
s24,T4,LL,,,00:11:31:22
s24,T4,LL,,x,00:11:32:09
s24,T6,CN,,,00:13:56:17
s24,T6,BL,,,00:13:58:12
s24,T6,UR,,,00:13:58:16
s24,T6,UR,,x,00:13:58:19
s24,T1,UL,,,00:17:23:02
s24,T1,OT,,,00:17:23:03
s24,T1,LL,,,00:17:23:22
s24,T1,UL,,,00:17:24:13
s24,T1,CN,,,00:17:24:18
s24,T1,UR,,,00:17:24:19
s24,T1,CN,,,00:17:25:02
s24,T1,UL,,,00:17:25:03
s24,T1,LL,,,00:17:25:14
s24,T1,UL,,,00:17:25:21
s24,T1,UR,,,00:17:26:00
s24,T1,UR,,x,00:17:26:04
s24,T8,CN,,,00:21:18:04
s24,T8,BL,,,00:21:18:10
s24,T8,OT,,,00:21:18:14
s24,T8,LR,,,00:21:18:18
s24,T8,UR,,,00:21:20:05
s24,T8,UR,,x,00:21:20:09
