Name ,Trial,Marker Name,Object Code,Action?,Start
s7,T8,LR,,,00:01:33:16
s7,T8,UR,,,00:01:34:02
s7,T8,CN,,,00:01:34:16
s7,T8,UL,,,00:01:34:17
s7,T8,LR,,,00:01:35:16
s7,T8,LR,,x,00:01:36:10
s7,T1,LR,,,00:05:50:07
s7,T1,OT,,,00:05:50:08
s7,T1,CN,,,00:05:50:14
s7,T1,UL,,,00:05:50:15
s7,T1,BL,,,00:05:50:16
s7,T1,UL,,,00:05:50:19
s7,T1,LL,,,00:05:51:05
s7,T1,UL,,,00:05:51:15
s7,T1,UL,,x,00:05:52:10
s7,T6,OT,,,00:09:12:17
s7,T6,LR,,,00:09:12:24
s7,T6,UR,,,00:09:13:14
s7,T6,LR,,,00:09:14:00
s7,T6,UR,,,00:09:14:09
s7,T6,CN,,,00:09:15:17
s7,T6,UL,,,00:09:15:18
s7,T6,UL,,x,00:09:15:19
s7,T4,OT,,,00:11:36:13
s7,T4,UR,,,00:11:36:16
s7,T4,CN,,,00:11:37:01
s7,T4,UL,,,00:11:37:06
s7,T4,LL,,,00:11:37:12
s7,T4,UL,,,00:11:37:24
s7,T4,LL,,,00:11:38:06
s7,T4,LL,,x,00:11:39:07
s7,T2,OT,,,00:13:58:10
s7,T2,UR,,,00:13:58:12
s7,T2,OT,,,00:13:58:18
s7,T2,UL,,,00:13:58:19
s7,T2,LL,,,00:13:59:08
s7,T2,UL,,,00:13:59:18
s7,T2,UL,,x,00:14:00:05
s7,T3,LL,,,00:17:12:05
s7,T3,UL,,,00:17:12:14
s7,T3,UR,,,00:17:12:21
s7,T3,LR,,,00:17:13:18
s7,T3,UR,,,00:17:14:11
s7,T3,BL,,,00:17:14:15
s7,T3,UR,,,00:17:14:18
s7,T3,CN,,,00:17:14:23
s7,T3,LL,,,00:17:14:24
s7,T3,LL,,x,00:17:15:13
s7,T7,LR,,,00:18:48:01
s7,T7,BL,,,00:18:49:00
s7,T7,UR,,,00:18:49:03
s7,T7,LR,,,00:18:49:15
s7,T7,LR,,x,00:18:50:13
s7,T5,LR,,,00:21:05:21
s7,T5,BL,,,00:21:06:12
s7,T5,UR,,,00:21:06:14
s7,T5,UR,,x,00:21:07:22
